Table Name,Rows,Columns,ML: Loading,ML: Compute Time,ML: Loading,ML: Validation Time,ML: Total,Naive: Loading,Naive: Compute Time,Naive: Total
100-10.parquet,100,10,0.0019323304295539856,0.45017508789896965,0.002519894391298294,0.0003630109131336212,0.45499423518776894,0.0023405998945236206,0.0008310191333293915,0.003172684460878372
1000-10.parquet,1000,10,0.0015530958771705627,0.4432184137403965,0.002502020448446274,0.0003818608820438385,0.4476593993604183,0.0021721161901950836,0.0008668377995491028,0.0030399709939956665
10000-10.parquet,10000,10,0.0021351128816604614,0.45545850694179535,0.0026487112045288086,0.0005750022828578949,0.4608209505677223,0.0026838257908821106,0.001960922032594681,0.0046456605195999146
100000-10.parquet,100000,10,0.00749598816037178,0.44885850325226784,0.0051641762256622314,0.00206100195646286,0.4635836072266102,0.007031552493572235,0.01155448704957962,0.018587302416563034
1000000-10.parquet,1000000,10,0.02976081520318985,0.4639752469956875,0.022875681519508362,0.028371360152959824,0.5449880361557007,0.03944234549999237,0.19895372912287712,0.2383975237607956
10000000-10.parquet,10000000,10,0.2552279867231846,0.5210941508412361,0.21743455156683922,1.0639639720320702,2.0577292069792747,0.5070670880377293,10.541485767811537,11.048555459827185
100000000-10.parquet,100000000,10,1.792774487286806,0.4986018091440201,2.2171205691993237,12.488659538328648,16.997165698558092,4.636387273669243,123.57260394096375,128.20899356529117
5000000-10.parquet,5000000,10,0.12627998366951942,0.44485942646861076,0.10060251131653786,0.40792764350771904,1.0796748213469982,0.18829380720853806,4.62639394775033,4.814690068364143
50000000-10.parquet,50000000,10,1.3694290071725845,1.183108277618885,0.01237262412905693,0.00020903348922729492,2.5651236549019814,2.4413262121379375,56.847197875380516,59.28852541744709
